g0	c1	c2	c3	c4	c5	c6	c7	c8	c9	c10	c11	c12	c13	c14	c15	c16	c17	c18	c19	c20	c21	c22	c23	c24	c25	c26	c27	c28	c29	c30	c31	c32	c33	c34	c35	c36	c37	c38	c39	c40	c41	c42	c43	c44	c45	c46	c47	c48	c49	c50	c51	c52	c53	c54	c55	c56	c57	c58	c59	c60	c61	c62	c63	c64	c65	c66	c67	c68	c69	c70	c71	c72	c73	c74	c75	c76	c77	c78	c79	c80	c81	c82	c83	c84	c85	c86	c87	c88	c89	c90	c91	c92	c93	c94	c95	c96	c97	c98	c99	c100	c101	c102	c103	c104	
g824	-2.369594528517677	-2.2014793989183237	-1.4289542796140284	-2.7542177922048214	-2.2014793989183237	-5.819988030694929	-3.165061548524002	-6.380821783940931	-1.1090475285429777	-3.134339967425751	-2.898618857644976	-2.2014793989183237	-2.2014793989183237	-3.8018830708475453	-5.103351391235472	-5.302233940305899	-1.890037746601182	-2.402778731599688	-2.6879222487450125	-2.083141235300246	-3.0495261403925924	-2.083141235300246	-2.2014793989183237	-3.6075286979569596	-2.5403585500713883	-4.317858415573914	-4.274250119742887	-4.08109742122822	-2.2014793989183237	-2.4509297955264913	-2.7199774298503354	-2.2014793989183237	-2.2014793989183237	-4.322344432531623	-3.796506615635484	-2.2014793989183237	-2.2290441292088783	-2.4540890269383917	-2.2014793989183237	-2.900266983530787	-1.7768373247336806	-2.2014793989183237	-1.1513620380952938	-2.2014793989183237	-3.324471355618524	-1.0746081599075428	-0.9069807668664553	-3.3248888020071528	-3.157013705000322	-2.2014793989183237	-8.166215859511903	-4.008342840565193	-2.623441747748372	-3.4492963037521123	-3.8133980262336475	-2.1477941776217464	-1.7492893513116907	-16.643370991414194	-2.335699214659963	-2.7948742832124136	-2.529443718694302	-1.3041416810764639	-2.798521340421946	-1.6478706777698076	-2.822949932081812	-3.07069328176506	-1.5640877888574283	-2.2014793989183237	-3.622546948222728	-2.15471546610223	-2.2014793989183237	-2.2014793989183237	-1.742265197871355	-1.5764158794696326	-1.4527006595032486	-3.617363533568379	-2.8059688969049494	-3.0546446670193528	-2.2014793989183237	-2.0677350417143603	-2.6982128889989223	-1.702280327956487	-1.1259506362447744	-2.609728144425693	-1.8948583396765764	-2.2014793989183237	-2.046921047387493	-2.2014793989183237	-3.684030608593254	-2.8815073741305954	-4.900901422775716	-2.4894300389734463	-2.2014793989183237	-2.2014793989183237	-2.2014793989183237	-2.2014793989183237	-2.2014793989183237	-2.2014793989183237	-3.667675881450672	-1.8134994423555053	-2.2014793989183237	-2.2014793989183237	-2.2014793989183237	-2.2014793989183237	
g825	-3.643922128460165	-6.13492052791033	-1.0948031604374366	-2.7634206831713706	-26.17488682951517	-3.386845571568701	-3.7966610031853296	-4.214106338974509	-8.306773113463937	-15.70065697057968	-1.3989691306511904	-3.3383810586308136	-1.750008631641805	-2.7634206831713706	-3.7924569350110997	-5.054092702789747	-5.351832057875914	-2.4485085914525055	-2.7634206831713706	-1.4977712511585333	-1.820702845269951	-1.59466108415245	-2.110292841560213	-2.3451978742102098	-2.7634206831713706	-2.7634206831713706	-2.7634206831713706	-2.7634206831713706	-2.7634206831713706	-2.560642821525743	-4.310969372725192	-1.0540927027897475	-2.115284870903967	-0.7388904710906985	-2.7634206831713706	-3.489402597094853	-2.2419527181667664	-2.7287443758050856	-2.8077443023209936	-2.7634206831713706	-2.373604615446177	-2.881517167402322	-1.9045481189143394	-4.705382191636294	-3.812586953807007	-1.0320936297098533	-1.392894616241506	-2.7634206831713706	-2.7634206831713706	-2.985073455761897	-2.7634206831713706	-3.5595469044166577	-2.7634206831713706	-2.7634206831713706	-2.7524370029286462	-2.7634206831713706	-4.362306296408083	-3.6740289736252554	-4.211965841488545	-5.69152262340504	-5.122805452873762	-1.4133253802057348	-2.7634206831713706	-6.6532643171871415	-2.9018499789079883	-4.1833560040395525	-2.7634206831713706	-3.377219547260735	-4.03268380973072	-2.389110992145512	-5.41119543298445	-4.267326992226996	-2.7634206831713706	-2.7634206831713706	-2.7634206831713706	-5.471368674264591	-2.7634206831713706	-3.0137286367542835	-2.651994259218402	-4.841021022870718	-2.7634206831713706	-4.112524620200192	-2.7634206831713706	-2.7634206831713706	-2.794857759374702	-4.707265359950786	-1.244791472623479	-2.7634206831713706	-7.019614893702201	-2.7634206831713706	-3.0162493516450746	-6.627165481734962	-2.7634206831713706	-2.0191703792493265	-2.7634206831713706	-4.67853364140747	-2.1187260201350404	-3.6733706168346023	-1.013043037475599	-3.055291452373373	-3.523082422087451	-4.511937510912158	-1.3140150132440975	-3.8921782440871464	
g826	-2.974312891880508	-2.4846543795011238	-1.597090890483399	-2.4846543795011238	-2.4846543795011238	-2.8458056750072105	-2.4846543795011238	-2.589007712779105	-1.8913182251292202	-3.0174170530774096	-3.438175233623976	-2.9989556910936352	-3.4927194350812045	-3.11272025134193	-2.4846543795011238	-2.4846543795011238	-2.1686079851474958	-2.899695094204315	-2.4846543795011238	-2.300885239790418	-3.805509453253494	-2.270829960383351	-2.4846543795011238	-5.606825458829758	-2.4846543795011238	-2.4846543795011238	-2.386845571568701	-2.4846543795011238	-0.3830777578812987	-2.4846543795011238	-2.5939129966992462	-29.622345806486393	-2.4846543795011238	-2.4846543795011238	-2.7953595641899662	-5.130870854961048	-4.005550612967633	-0.9989278936585362	-2.5551371580025113	-2.4846543795011238	-2.4846543795011238	-2.838563734174013	-2.4846543795011238	-3.2310746644362487	-4.82296244054616	-1.240247606231029	-2.985073455761897	-1.3699673661062328	-2.1159211701090226	-3.852250465070173	-3.1289804570877275	-2.220227533191923	-2.490597352215627	-3.8034443728693677	-1.991097866957541	-2.4846543795011238	-2.347687474450323	-3.5228013863005	-3.508435132155663	-2.4846543795011238	-2.3045517910378055	-1.5116229259481004	-1.3688243638545168	-0.31383567393864076	-0.464678472486837	-3.295741635276073	-1.6431430495449586	-1.5198851025180424	-2.4846543795011238	-2.8385548761107904	-2.4846543795011238	-2.3975500321924246	-2.3501339372713117	-1.8713072031918443	-2.4061254417313	-1.6384203333539775	-2.857259827883918	-1.8875757250664584	-3.8555739583728346	-5.618831227407176	-2.4846543795011238	-1.2661035924453328	-3.0318341038536807	-2.189022282875856	-3.0667695610515096	-2.116297566360135	-2.785039158900197	-3.48224731164428	-1.6762264363085275	-4.106917096035974	-7.898489763193555	-2.2230597058814063	-2.4846543795011238	-8.762269873531329	-2.4846543795011238	-7.176263681061776	-2.4846543795011238	-2.4846543795011238	-2.153927970369542	-3.7308231898225834	-11.846899232999833	-2.4846543795011238	-2.9886761310214047	-4.808336288387789	
g827	-3.0796035924367304	-2.335256178240516	-1.585162131429541	-3.281422357434288	-2.824869744746939	-3.009206808042453	-3.0322438345483396	-4.135352827487366	-3.282018343730864	-3.1258710747987664	-2.6865016697069346	-1.9139469541020588	-6.277603926075161	-3.0195875979743767	-3.0322438345483396	-7.253188504215058	-3.2557872291513896	-3.2115650062800256	-1.8567372069613803	-1.0945035345801697	-2.0082248310232034	-0.8703531661314045	-2.3016438722619235	-2.5540708081575	-2.455727174549335	-2.420433639839788	-2.828946211373098	-2.7502784101803135	-3.0322438345483396	-2.5563933485243853	-2.2653445665209953	-5.599500776485289	-2.331736455766469	-3.786077509102869	-3.2108967824986188	-2.0291463456595165	-1.44890239384089	-2.6101403959731964	-1.8921782440871464	-3.5750809844862967	-0.9500904775569421	-0.929610672108602	-3.0322438345483396	-1.6005782732890697	-4.601084941899578	-4.718996190817723	-1.87424166122622	-2.597714408130004	-2.1060568576895364	-2.1532860593285235	-4.884979424561994	-3.706888529586651	-3.0322438345483396	-2.473931188332412	-3.0322438345483396	-2.7022858857955137	-4.719376197415703	-27.34891622929022	-4.7938569303086265	-1.5444329565392845	-2.4043396384266997	-2.8889488224667486	-3.1411651791165314	-3.6282515783196057	-2.8338852437530218	-2.079379191396128	-1.5626771231886936	-5.298343186981007	-1.972208913736281	-2.6769641690089943	-3.5031068363975972	-2.2016435499493983	-4.18783861396694	-3.420133539094894	-3.068543859087288	-2.7602353734890532	-3.0322438345483396	-2.7445381992428595	-4.122051628050782	-3.0322438345483396	-10.949435387849439	-2.3213663839269603	-2.2647547124539655	-2.6470130500544062	-2.893896581987078	-3.0322438345483396	-3.6601107077516697	-2.736965594166206	-3.0322438345483396	-6.009727632249684	-1.752437002928646	-2.9982201806143474	-3.0322438345483396	-4.2981759589883675	-4.314508687514149	-3.0322438345483396	-3.5678273676147563	-1.9126369550215294	-13.224743835734834	-3.156835619120356	-1.5269924320838264	-3.671354835725408	-2.9014690228947413	-3.6210447109415664	
g828	-6.7588285522748075	-2.463268727733571	-2.739853873491033	-2.463268727733571	-2.463268727733571	-4.8071241093155885	-2.080698059371917	-3.472809528334087	-2.3320624720210756	-2.463268727733571	-2.9445266641015686	-2.2036459679504743	-2.463268727733571	-2.4819685073978306	-2.1240627035336246	-2.6794575575715407	-2.8719894767735075	-2.463268727733571	-2.463268727733571	-2.6064739677716444	-4.660908234617198	-2.4675334171342618	-5.5638582157926715	-4.070632846054522	-2.463268727733571	-2.463268727733571	-3.2736919092345147	-0.917569900054051	-5.426005092963593	-4.146306164535201	-2.715959736045904	-4.008333948314972	-2.893249684939132	-4.290019255987499	-6.031267783076007	-2.463268727733571	-2.4731299136431737	-1.4568010998066674	-2.463268727733571	-1.830331500476914	-1.4759243242129707	-2.69104836387175	-1.4023973185000733	-1.9285118944158177	-3.860190008866896	-2.477944250839036	-2.463268727733571	-5.202903991745088	-6.8846151180174475	-0.9570755548261591	-2.695255342281369	-2.463268727733571	-26.826963526094865	-2.895394956770689	-2.463268727733571	-3.100360306348953	-2.463268727733571	-1.4872168790826372	-2.463268727733571	-2.463268727733571	-2.77548611204812	-2.463268727733571	-2.6339716008428806	-1.4223657347326695	-1.5859727408750983	-2.495735558650761	-1.9661196324589532	-3.159718058573056	-2.463268727733571	-2.463268727733571	-2.669326877290843	-1.8293057663129166	-3.085588555718989	-2.601211852366231	-2.463268727733571	-2.463268727733571	-6.341683390033974	-1.5030775339919287	-2.9635318329307085	-0.9994230373684796	-1.814513995871922	-2.435465024698107	-4.0286753384594824	-4.844768883700722	-4.680375141655688	-4.910935807666467	-1.7495234474970307	-2.1616532634787693	-2.463268727733571	-9.268900193806633	-3.332353074306455	-2.463268727733571	-2.463268727733571	-2.463268727733571	-4.673738792169225	-2.463268727733571	-2.463268727733571	-2.8323851592448888	-1.2233064176584072	-2.463268727733571	-3.446934455954395	-2.083428816227319	-1.2192699635236237	-3.226299645717912	
g829	-2.212116757281573	-2.6928413310267088	-2.2317521450971554	-2.8635460907313495	-3.0616219287417143	-4.151746637122112	-2.6928413310267088	-2.6928413310267088	-2.6928413310267088	-5.944304557251636	-1.9793733494100423	-4.372590957619018	-6.327710447481369	-6.726503170396284	-6.406292471457049	-2.3552297779687508	-3.626290546760355	-2.6928413310267088	-2.6928413310267088	-2.485196014428227	-2.6928413310267088	-2.3481331652347563	-2.142417044615852	-2.6928413310267088	-2.6928413310267088	-6.372430513681791	-2.6928413310267088	-6.6366606883705215	-2.6928413310267088	-3.319045586354241	-4.682603305716517	-2.5287269143600493	-27.581207111692905	-2.7769482116315585	-4.2863041851566415	-3.484713769098101	-1.5708929182195004	-2.4281775931667964	-4.434090923800621	-3.3977016036022434	-0.35993441746710725	-2.6928413310267088	-2.6928413310267088	-6.5314896667021625	-0.8812416110201653	-1.8318714704230514	-2.905088352974533	-0.6968914486189254	-13.480357457491845	-4.033392344593561	-3.004464675593262	-2.6928413310267088	-2.6928413310267088	-2.0619024389259066	-3.4386200919248786	-3.688172300810149	-2.6928413310267088	-3.469449771244976	-2.313297789743922	-5.535998411544951	-2.6928413310267088	-0.672772532238714	-1.2695122007362236	-2.6928413310267088	-3.162298909066135	-2.6928413310267088	-0.5342866804040362	-0.8520421186128986	-1.7305847266592096	-2.3770696490798233	-1.952124134138741	-5.255942265388777	-3.2584251525812045	-2.6928413310267088	-3.100360306348953	-0.9260427000566757	-2.3500622676237177	-3.4370567031276633	-2.926865295369785	-2.6928413310267088	-4.523836094158726	-2.4988645582302524	-1.0988145063072605	-2.977099597889921	-2.6928413310267088	-1.058292691319033	-3.031503691022063	-2.0752159943555015	-5.788616236991779	-2.601619399803357	-6.949417571278742	-3.779521448992297	-3.02561753417927	-3.1417802337289342	-2.798868033092113	-2.6928413310267088	-3.6789878484568126	-1.9235777245413979	-2.6928413310267088	-5.482936001593622	-2.848982983876087	-2.6928413310267088	-2.6928413310267088	-2.6928413310267088	
g830	-2.3104324560495333	-2.695637683855111	-2.695637683855111	-16.661454168889847	-6.5886605355326004	-6.056011180520447	-2.695637683855111	-5.809549486811818	-3.252913416972182	-2.5329739463057943	-3.6380969204860403	-1.416962376203336	-2.0462685282727806	-1.2817370230490672	-2.695637683855111	-3.3047188048551397	-2.695637683855111	-2.695637683855111	-2.695637683855111	-2.695637683855111	-2.2440015162022933	-1.6467699990673665	-2.695637683855111	-1.2965448734094391	-2.695637683855111	-2.695637683855111	-3.758434796814808	-2.198924140832543	-5.259806382979566	-3.5023918637897014	-2.676687582242097	-2.1936346938775446	-2.695637683855111	-2.695637683855111	-2.2716005413289375	-2.695637683855111	-2.695637683855111	-1.9159357352115256	-2.900772134225139	-2.695637683855111	-0.97397902928563	-0.5595792792432329	-0.9013109559086717	-2.695637683855111	-2.695637683855111	-28.91915722430461	-2.695637683855111	-2.448626166814406	-3.060500475500101	-5.362899875943669	-3.5692157340500765	-2.7644044797741243	-2.317059237426586	-4.969043901261972	-2.2856006030695974	-3.6621861676695926	-1.3086445080689395	-5.41242378132676	-2.386845571568701	-2.695637683855111	-5.333516069162575	-4.918658858921325	-4.332934454544381	-2.1967246862257204	-2.734083085633085	-4.946192052343555	-2.695637683855111	-2.695637683855111	-4.141525588058713	-3.4426928493596574	-2.4660271375233904	-1.426237704423677	-2.695637683855111	-3.0540927027897475	-5.9675887815088355	-2.695637683855111	-3.667041044473586	-2.695637683855111	-2.829305766312917	-4.62494370035309	-4.282930116089853	-2.874084450525277	-2.6953663093887448	-3.819291977684898	-2.3371564825019373	-2.175272872767897	-1.9885043611621704	-2.5303223701828106	-3.229720656790274	-4.486165676192671	-2.20024953829911	-1.1890222828758559	-2.695637683855111	-2.695637683855111	-2.695637683855111	-4.943860446107329	-2.695637683855111	-8.912672948202525	-3.524002045161485	-6.511608391476285	-2.3415502956988767	-4.136923200143227	-2.4192901228998633	-2.695637683855111	
g831	-2.060986626438212	-2.157824686079429	-2.157824686079429	-2.8303315004769143	-7.494076559198822	-2.157824686079429	-2.157824686079429	-4.045585124375049	-1.1202942337177118	-1.7326588071708988	-5.267433948529693	-3.661273242852134	-2.157824686079429	-2.157824686079429	-2.8365012677171206	-4.827461280605603	-5.187575708263999	-3.5876195047904558	-2.312528766071301	-1.506449431261803	-2.157824686079429	-1.8960955447105867	-2.157824686079429	-3.2344788320710878	-2.2826136142831723	-5.887686861635426	-28.766421984159813	-3.365871442474959	-1.3621579396758952	-0.8967373733939155	-0.08727349995147364	-2.157824686079429	-2.157824686079429	-3.850376429248025	-3.503404712821064	-1.8916428219095816	-1.6077925010310297	-2.4771407448083025	-2.157824686079429	-0.5420380555473153	-4.374823043319488	-0.9807908716369328	-2.157824686079429	-0.8241880062782693	-1.5747555578518995	-1.6620035364849841	-2.157824686079429	-1.2029039917450879	-0.4914699313462853	-2.157824686079429	-4.196806034317539	-0.005492683876862146	-3.872858753157165	-2.4250750219906556	-0.9865020082510227	-3.391192238715197	-2.157824686079429	-2.157824686079429	-4.964432391662128	-1.894321922105463	-0.6994662275046322	-2.157824686079429	-2.157824686079429	-2.157824686079429	-3.085588555718989	-1.3658714424749594	-0.28243872298551187	-1.3588239401518134	-1.472729443122659	-1.3894298443296087	-2.5886810937464313	-5.453513280797996	-2.157824686079429	-1.2951280355436472	-2.157824686079429	-3.5582615747492894	-2.157824686079429	-4.359888796535817	-3.286304185156641	-1.057091446419583	-5.256983219296684	-1.3367920275193528	0.6480051798104932	0.014355292977070055	-1.4054514504496458	-3.6995599424704575	-2.424300420607812	-6.173970213500262	-2.157824686079429	-4.440341778643966	-2.157824686079429	-2.157824686079429	-3.216250016992825	-3.0258869924810132	-1.66611834053191	-2.7093396881886447	-2.1982618984335422	-2.8028894852873036	-3.3862420597251837	-0.6940878298433794	-2.3763203917059905	-1.248450585208394	-1.0285576106826098	-1.7629829323112884	
g832	-1.755445556340358	-1.8674529231013868	-3.1562771219537193	-1.9864284443668776	-7.676159730395285	-1.5756017132697706	-2.795184449312464	-2.6561584817449053	-2.564977843016404	-1.9339891479813114	-0.8121390192745066	-2.464115945814332	-3.4223794818313484	-2.2190774971055767	-2.742737426593236	-3.9807359670415017	-1.7403407612074908	-3.257066927891173	-11.762801883592104	-3.770484754268697	-3.168030195984506	-2.329542166782272	-3.5806327336393102	-1.8368394282190688	-2.4608748218988437	-2.651668374694357	-2.8369422379674956	-4.199715433473012	-0.8622341919041215	-2.6762953395503484	-7.889225189530483	-1.816037165157405	-3.2159401497647515	-3.5193074132467914	-2.329542166782272	-4.907287770673685	-2.373356253119201	-3.502952780267515	-3.504144159016614	-2.329542166782272	-2.329542166782272	-7.80003310064783	-3.3340979183500896	-2.7157871443349375	-1.8545281771295634	-1.941545321611072	-1.1030486590349335	-2.7861438102942997	-2.384071329251452	-2.4699056145998486	-0.7779373752225123	-2.371772802980053	-1.5885440530833015	-2.319661023087131	-1.2985623502212076	-2.734083085633085	-5.180756922426621	-2.354507570950373	-1.4133233086395738	-2.715034988308558	-1.9611673919833028	-2.928089742108455	-2.018309105731248	-1.3492354408830978	-0.9331491962314914	-2.816564205439333	-3.182055374668867	-2.329542166782272	-2.7226867099540324	-3.8395960741399864	-2.329542166782272	-4.347545629066633	-3.726781217467487	-2.329542166782272	-2.71254339957055	-2.329542166782272	-2.329542166782272	-1.5636680939256036	-2.458782551897963	-1.8656476133766373	-2.4162240623409894	-1.4714753343789873	-2.391744868214658	-3.3123691623754525	-1.7336793574343714	-1.1268040566369695	-3.139404363401042	-2.6047177958677667	-1.2844129980438224	-3.1276360993307732	-2.4292368729117735	-2.329542166782272	-0.7003184393868087	-0.4112453100200793	-0.12390590697039705	-0.5871205348811944	-0.8177014580191663	-1.399546469183219	0.49876146567185237	-2.0752159943555015	-1.0180012584066676	-2.602108494929506	-0.01333422630308632	-1.2747387311749092	
g833	-2.062787181472265	-3.1831136259850807	-2.99884630538363	-2.8094709776096547	-2.8094709776096547	-2.352547329945754	-4.8564920114074095	-2.8094709776096547	-4.019288272838118	-3.12784104277106	-4.151490226379255	-5.567519750458102	-2.755823118195464	-3.1892699017013224	-11.791441896118517	-1.7616131932264372	-5.6273598698785285	-4.363899630287329	-2.8094709776096547	-2.8094709776096547	-4.575254860936931	-3.203428620418258	-2.3593087119286533	-2.985073455761897	-2.1468826087764485	-3.6954187576519395	-2.4705612069106335	-4.587476632929367	-2.4911315896033597	-2.8094709776096547	-1.6971253296344149	-2.7514651638613215	-2.8094709776096547	-3.9960811966485474	-2.2898272517203386	-2.838716598925703	-2.8094709776096547	-2.8094709776096547	-2.8094709776096547	-2.8094709776096547	-2.2009126939259964	-2.2046561286511817	-1.610630742019783	-2.178449991204127	-4.139134228756876	-1.985999266339738	-2.3003629500320493	-3.0935662262909918	-2.8094709776096547	-2.4254321385361512	-4.308151469666865	-2.8094709776096547	-2.738202884039834	-2.018472165611332	-2.5986114220476253	-2.799804345328531	-2.8094709776096547	-4.8757777547582695	-6.099865470109875	-3.8673310383528126	-3.20376726732144	-2.18756269123214	-2.971521366948339	-3.799476186620721	-3.3640036156058883	-3.22518454722875	-2.245389264429654	-3.149922856792335	-3.3614711200452283	-3.5850202096769785	-3.3985802538382863	-1.4785580872613246	-2.8094709776096547	-3.828182220616837	-2.454783691886793	-5.234491391779069	-3.2283679187250245	-2.8094709776096547	-10.550096072394457	-5.774419104348242	-3.9211715917041112	-2.242327102034831	-4.571323065875529	-2.8094709776096547	-0.7306593656604469	-11.074665545349939	-1.8238120887248723	-2.698997743967186	-2.2526697642907205	-1.9766388679909763	-2.4227524644068494	-5.3052891527735735	-2.967967951367545	-2.811978948583052	-2.6983386469248263	-3.3739416359511005	-1.521106872830786	-1.591547350966897	-1.1548913727698766	-4.303293920748311	-4.099242718739527	-2.064453405566704	-2.126053031883985	-2.068614938112779	
g834	-2.2688167584278003	-2.6430964249105227	-1.9340141705014149	-3.496061076486278	-2.6430964249105227	-4.130112805180464	-3.724675975704459	-4.3449075031492095	-7.176889805501645	-7.046497458327925	-3.6091122404499907	-3.1682814526826855	-4.042025948729716	-8.79521822787002	-1.693387775624602	-3.565207180105126	-3.604975769604046	-4.548652189199057	-4.225126513038194	-4.120283535198269	-4.515892811651143	-2.0825300533208067	-3.342268543171538	-2.6840860345632573	-2.6430964249105227	-2.6430964249105227	-1.5137290719973324	-2.6430964249105227	-2.6430964249105227	-2.6430964249105227	-1.6370988864543061	-2.213156849480791	-2.7529707782592294	-1.8436550336682835	-2.2983185778245683	-3.7203266520524174	-4.009838708728952	-2.0389510199026364	-2.353458017436566	-1.1933047464682418	-2.6430964249105227	-0.6152258868342971	-0.2863041851566411	-2.9652960962154906	-3.4067514169169044	-2.6430964249105227	-3.8510008374122355	-2.6430964249105227	-2.6430964249105227	-3.40552819360984	-1.4508730198007331	-2.6430964249105227	-1.6272707293402764	-2.0544485837368516	-3.04930764022437	-2.910767453769118	-2.67853364140747	-3.2412151218463316	-2.6430964249105227	-3.3354177787494175	-2.340527253853577	-1.8110669306349223	-2.6430964249105227	-1.6652029248661147	-1.8236772273595372	-4.140545824102481	-2.864675424876918	-2.986481783103815	-2.706511797624492	-2.782585608334179	-3.225666241828959	-4.365268671324123	-2.6430964249105227	-2.7914674368875625	-6.007869686029102	-2.451555824301454	-4.190735877491332	-1.0664273617389761	-1.4277894066876917	-2.875373130594171	-2.9873598192212296	-2.0872518202615633	-1.7336032269754464	-3.2172906307320783	-2.67969841985494	-4.170407963865512	-4.337885668790339	-2.6430964249105227	-2.6430964249105227	-2.2498056908187225	-15.977447325019934	-2.407363571393423	-3.161007906706259	-5.068219015561829	-2.27508784068439	-2.6430964249105227	-3.218934101564037	-3.506680588526688	-4.500292314971119	-1.8691819550718842	-2.126908213485201	-2.9250975441312046	-2.1230904612810524	-2.164212944357266	
g835	-2.3233715117570313	-2.200898662626193	-2.002102470825279	-2.200898662626193	-9.01793114127507	-6.109794587353606	-2.062895599615185	-1.8562903309017833	-1.9959660987155103	-3.8938929316054574	-4.0355739500659515	-4.623798537433472	-1.4058336719490039	-3.3609550273092124	-3.2191767853487248	-2.9862161845669	-1.285839599898623	-2.6860424111296473	-2.200898662626193	-2.430508908041284	-3.8493363491504295	-2.200898662626193	-2.3082871842179764	-2.200898662626193	-5.499157164620586	-2.282789700980404	-2.200898662626193	-0.3772570242396281	-0.6272707293402764	-2.06706193463538	-1.8656476133766373	-2.200898662626193	-1.559366664838473	-0.921936744223181	-9.065835298472416	-2.200898662626193	-1.5014427519009832	-2.0098438333726087	-4.795422599426091	-2.200898662626193	-1.8242661604972783	-2.200898662626193	0.07860983469636647	-2.6665762662748085	-1.1661788622094178	-1.721475772153069	-2.867863281399379	-5.559791924986251	-2.200898662626193	-0.5086086399651578	-3.6411536693949014	-5.944304557251636	-8.817826403274987	-2.200898662626193	-3.2848973639423957	-5.764150423492437	-2.200898662626193	-2.045133690098103	-1.320125852253377	-2.200898662626193	-2.343732465205711	-2.8140066299300344	-2.200898662626193	-3.69974739066677	-2.3327890875191293	-2.200898662626193	-2.200898662626193	-2.200898662626193	-1.5721793160228665	-3.084364376569687	-2.4181185363086657	-1.869332660184493	-2.827256483239813	-6.737427330461038	-2.200898662626193	-2.200898662626193	-5.6173516260469825	-1.4482773656644858	-3.2750878406843897	-0.7624362816823244	-0.8229113978940324	-2.200898662626193	-2.200898662626193	-2.4485085914525055	-5.462435549494583	-2.200898662626193	-3.7014355213109216	-3.8000732921771565	-2.200898662626193	-2.200898662626193	-2.4219791086976907	-2.200898662626193	-2.9736956756480915	-3.4697941682521387	-3.488916595729	-2.242635327614509	-8.110193176951636	-4.684456955002604	-2.200898662626193	-1.9285118944158177	-1.4552178952133368	-2.200898662626193	-2.200898662626193	-2.200898662626193	
g836	-2.581458063581604	-3.8237793686772115	-1.5781977188427339	-2.947132214988266	-6.209828515111127	-4.171628386785681	-4.4871359901229075	-5.5208522357199055	-5.901418744398459	-3.2834919132312543	-2.3982084161379738	-5.473931188332412	-3.089267338097087	-9.038898213744154	-2.581458063581604	-2.581458063581604	-4.2091994336957255	-4.475214154215886	-4.037650876832235	-3.6713473302851223	-2.581458063581604	-3.4831071359277734	-2.581458063581604	-2.7272299194469722	-3.163591067720262	-2.1610079067062595	-2.581458063581604	-5.9730158538931635	0.01578299724092746	-1.2436598477481473	-2.9736956756480915	-7.364325464044735	-1.889994343406444	-2.4876213919244545	-2.581458063581604	-2.581458063581604	-1.0688464694797741	-3.749135417628933	-1.6650149466921635	-4.195483795162672	-1.0839966717604086	-0.2688167584278	0.11103131238874395	-2.0493076402243706	-1.532824877385981	-0.8455464073201276	-3.7356197067778356	-2.581458063581604	-0.5020555781222573	-2.581458063581604	-2.5820799921880346	-31.78098809729448	-2.581458063581604	-3.04930764022437	-1.9423071328316541	-2.581458063581604	-2.581458063581604	-2.8762013915373785	-2.2390512167703562	-2.180628722502685	-2.7978644191101516	-1.395398550866061	-1.1218632333730525	-1.179189254418895	-1.1851259902988733	-2.581458063581604	-5.041684399021346	-2.581458063581604	-1.8682788288440715	-3.7274173837766393	-2.416577195306404	-2.728335289022766	-2.2349045257587146	-0.8672257667236742	-3.6221988015006916	-2.088653555896428	-4.256107014636522	-1.4441838449383604	-2.219605903690676	-2.1642375813053087	-3.819495647487013	-2.581458063581604	-1.4932965131993434	-2.673078822118484	-7.380258451213789	-2.497363882797535	-3.67853364140747	-3.944073940098506	-6.7368117149019255	-4.771618416132267	-4.078746493242891	-3.348249045069802	-2.581458063581604	-3.9330222108482933	-2.581458063581604	-2.581458063581604	-2.581458063581604	-2.581458063581604	-2.581458063581604	-2.581458063581604	-2.581458063581604	-2.581458063581604	-2.753409497094819	-2.581458063581604	
