,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
g1357,8.834208620634701262e-03,8.269870870323591319e-03,8.590520797455071522e-03,8.705451166868915722e-03,1.287332877315620384e-02,1.138962236920676614e-02,9.173741500831791851e-03,1.187933432778728697e-02,9.873550653038166980e-03,7.282646533638619663e-03,9.976861478067254249e-03,9.002702410983082215e-03,1.394189439481207521e-02,7.614883770271583738e-03,1.287712526089022057e-02,1.168089878168167631e-02,9.908117383511381646e-03,5.273747311768412806e-03,5.827073508838975617e-03,9.650780742957994901e-03
g1358,4.731611226529470332e-02,7.320142692598090306e-02,5.876950452427118221e-02,5.265633669549236312e-02,6.585568696106122721e-02,5.326441235566117122e-02,6.309295376206476569e-02,4.238945189060827623e-02,3.862347842729271785e-02,4.532039296158857367e-02,2.910351212928772441e-02,4.549407751795664367e-02,6.190193495236501892e-02,4.699241366432903300e-02,6.949764822095033656e-02,6.286301339469502203e-02,3.101932640619894238e-02,3.103795736769433128e-02,3.685168012756374900e-02,5.687637221307612068e-02
g1359,4.582062897896377329e-02,7.868087069263218769e-02,7.027293987005574227e-02,6.284949983962560827e-02,8.188284703567144662e-02,6.423195956187432998e-02,6.080334779890900210e-02,6.537825926186076331e-02,5.498470850397549348e-02,5.253922781027080269e-02,3.981883941689048911e-02,5.452589852227489320e-02,6.537687076655940288e-02,4.955122272753308132e-02,7.661426060554760165e-02,7.699480108865161543e-02,4.239487561977377944e-02,3.209458842958655411e-02,4.125110422035863783e-02,6.313484441332635477e-02
g1360,6.406966360709165365e-02,8.089924060894694569e-02,6.978264280875846881e-02,6.725705702908565953e-02,8.790402241884447132e-02,7.424029588673528024e-02,7.822490534153475616e-02,6.562171645490623428e-02,5.756196783144617440e-02,5.745598956166302063e-02,5.280625293299129330e-02,6.143810032433068974e-02,8.981462185285286892e-02,5.900405756279708536e-02,9.111105068145217145e-02,8.324321346769936181e-02,5.239903716697459635e-02,3.993642565295634633e-02,4.475991059715316023e-02,7.231888479224980737e-02
g1361,3.567689535551370195e-02,5.482926386839652444e-02,5.616022675186253810e-02,4.972119661689191478e-02,7.121098697318918591e-02,5.731624136470712949e-02,4.225580886725355256e-02,6.449869996286877738e-02,5.242909725618734307e-02,4.122345637147162983e-02,4.473239119657441976e-02,4.697591943057612823e-02,5.811460247903821319e-02,3.789596150356629167e-02,6.461868776350507271e-02,6.399766156736159950e-02,4.542384861285429787e-02,2.475677602961558546e-02,3.080650715889475880e-02,5.142940611204267765e-02
g1362,2.559624551713382892e-02,2.504446567890070141e-02,1.985247170711862408e-02,3.036850387423703501e-02,3.358129247668088790e-02,2.845711915512968981e-02,3.008217079770100430e-02,3.718171077412929515e-02,3.002988776143346999e-02,2.320324382810336206e-02,1.501647808307519406e-02,2.427579427934938375e-02,3.255072369325955062e-02,2.273945231044926726e-02,2.715747938481603146e-02,3.831361271065106266e-02,1.978020586097672950e-02,1.554236210387157681e-02,2.417699709992651019e-02,2.184398280197876255e-02
g1363,1.845954797116709442e-02,2.320142314693719038e-02,2.012896266873030054e-02,1.759728553286150562e-02,2.677519462203240691e-02,2.290545275156746427e-02,2.019145046832706084e-02,2.364053455894445793e-02,1.994165860347799774e-02,1.432938724963412833e-02,1.117898274482555764e-02,1.859944306647401055e-02,2.676339031914787281e-02,1.824308435522115079e-02,2.800421288407086221e-02,2.410223625482221452e-02,1.654994039431435804e-02,1.200643882397144785e-02,1.757073649840896340e-02,2.093658131068983769e-02
g1364,7.642651325255987727e-02,6.988790774853398391e-02,6.003309148733700085e-02,7.448514743051526388e-02,9.857985871247752774e-02,8.723711550904653111e-02,8.151844030612258318e-02,1.017294598290831298e-01,8.369919406089250391e-02,5.836947395230089597e-02,5.142165206058994104e-02,7.109208695659421928e-02,1.067112148084742307e-01,6.707049968545442109e-02,9.372285243412173394e-02,9.993601136086008307e-02,6.723762302419002135e-02,4.588657371511782601e-02,6.672438395556881674e-02,7.015520327838063730e-02
g1365,2.103790203605760897e-02,1.902219851868960226e-02,1.997209477388297433e-02,1.897068777982580806e-02,2.966869163205133539e-02,2.668460648876121166e-02,2.130333943085307297e-02,2.622470125670619406e-02,2.208772893328447839e-02,1.617672153235446414e-02,2.392141893216902238e-02,2.082890318310469391e-02,3.368908873974132273e-02,1.785236468721903419e-02,3.123633099003466501e-02,2.592222487082321628e-02,2.362912323301764872e-02,1.241299028638056384e-02,1.299792225199829405e-02,2.305086117697435072e-02
g1366,9.004029005931943330e-02,8.638315369249574549e-02,7.986570677857755818e-02,6.735362793477819854e-02,1.159693202139504692e-01,1.060800811627511248e-01,8.868982821944447481e-02,1.001374903664488669e-01,8.602257313233767355e-02,5.667941961377179205e-02,6.883435220589564918e-02,8.260244770130925618e-02,1.378388944187337595e-01,7.999846571818737540e-02,1.327240785355804364e-01,9.800179670166296597e-02,8.729305715218564632e-02,5.435223576194972428e-02,6.973951871754448251e-02,9.464206582766886144e-02
g1367,2.278876222147962760e-01,1.423614104193653696e-01,1.176559001708578633e-01,1.419245840689137839e-01,2.146975778678260338e-01,2.150373515634218247e-01,2.247947432156656988e-01,1.808901973032028265e-01,1.622261498801715884e-01,1.207278496568178622e-01,1.647729401819720552e-01,1.656858383171267157e-01,3.257139118180160664e-01,1.706517604046646486e-01,2.633339617108247377e-01,2.004880363165510992e-01,1.829489085668642989e-01,1.227279780945520343e-01,1.358614581599110194e-01,1.843724257037950565e-01
g1368,9.874892400718399132e-02,1.013509461269642697e-01,7.094228678359286444e-02,9.748887225467761652e-02,9.370246526971449941e-02,8.217254009288257888e-02,1.311756235846355256e-01,5.324252746104955747e-02,5.294774201617935550e-02,8.449253874582408896e-02,6.655697487516037958e-02,7.124866190023103341e-02,1.177259124479235752e-01,7.714647917329664484e-02,9.976611815580924136e-02,1.079822599757756102e-01,4.809039525505810764e-02,5.516691063011378710e-02,4.900264846340536551e-02,8.491524812021382373e-02
g1369,5.196059084411423779e-02,4.274343000815734178e-02,2.870839382902881654e-02,4.682343220523380034e-02,4.223732367269714821e-02,3.935764375101352686e-02,6.722837628479191863e-02,2.142856999022542397e-02,2.282767597032218237e-02,4.128692475927760869e-02,3.970583025704420982e-02,3.362752847162955167e-02,6.241474224903640483e-02,3.653176335103409944e-02,4.718863220711051742e-02,5.089748121550971560e-02,2.527040698227881257e-02,2.716234528492073030e-02,1.906947422716074453e-02,3.996712020846757835e-02
g1370,1.883812558730998954e-01,2.128553276464855981e-01,1.797557456893679462e-01,1.934106480933683869e-01,2.680743219567844338e-01,2.293729094853362849e-01,2.041917056353886872e-01,2.744729411776966055e-01,2.246414745672462576e-01,1.496898211097392184e-01,9.980431272254852715e-02,1.888060079577820738e-01,2.620971560853951887e-01,1.822961457718587641e-01,2.544910704599181450e-01,2.634100886743436787e-01,1.651256315131962304e-01,1.207342661747223267e-01,1.953340883743079071e-01,1.909699846977495619e-01
g1371,1.251117616992173387e-01,8.785171752095263797e-02,6.849504453137378324e-02,9.732846412706500083e-02,1.150666222423461227e-01,1.110561026228283343e-01,1.403089401988723839e-01,8.478262432648692171e-02,7.861028529358342343e-02,8.412837678497306348e-02,1.008736669688256732e-01,8.915152878603756215e-02,1.683186713344569374e-01,9.076287748810639433e-02,1.317702866153641905e-01,1.202495689857452366e-01,8.772290195109622157e-02,6.642474621745243779e-02,6.015834614751736781e-02,1.002501256008128255e-01
g1372,1.212202188731266450e-01,1.190369784823546856e-01,1.199534418933762558e-01,9.434546312580144312e-02,1.718553509508898569e-01,1.557102210814479692e-01,1.154441410932654094e-01,1.510186915761906334e-01,1.279050984474806862e-01,8.012033172592888941e-02,1.129802430701635496e-01,1.200913542466599121e-01,1.963600048960225941e-01,1.096455046438435527e-01,1.932052846072935259e-01,1.395421354638039790e-01,1.345582332134520054e-01,7.422957892662886137e-02,9.187424887497089299e-02,1.375040796960644573e-01
g1373,8.103147561228252194e-02,9.298158413552902457e-02,6.989454460823762982e-02,7.710603695441071992e-02,9.948236200190337108e-02,8.575051852593104651e-02,9.327580029533170947e-02,9.135475322126643261e-02,7.759678358345890870e-02,6.087968615777385878e-02,2.939523679062630568e-02,7.181545724641041906e-02,1.042453473389177571e-01,7.614833859252000126e-02,1.006239008001868357e-01,1.012831902622158553e-01,5.446805100582772369e-02,5.078030623717744857e-02,7.880514056679266410e-02,7.675762626284862722e-02
g1374,8.785259905424472326e-02,9.264527680323900172e-02,8.417853272212885707e-02,9.365208204034117245e-02,1.252016780878722202e-01,1.077672668585772514e-01,9.741056901737189799e-02,1.210186932282447669e-01,9.985711109671810415e-02,7.534393638395793513e-02,7.240430422784002729e-02,8.807898729382872272e-02,1.266450532049911981e-01,7.981534661276912246e-02,1.183684513111988579e-01,1.227496354823773839e-01,8.343245932145869348e-02,5.419427118557967882e-02,7.301368948035358297e-02,9.087752829472101057e-02
g1375,1.347913894721528005e-01,1.033558848615406811e-01,6.709031937495595066e-02,1.270480178908973967e-01,1.181029427196028797e-01,1.089573468243148907e-01,1.662777940363197038e-01,9.614329222154656407e-02,8.691023853609367023e-02,1.046615117950847884e-01,8.347692540977846853e-02,9.332693420348760205e-02,1.601527884832671667e-01,9.908438773945153766e-02,1.157288073277943086e-01,1.471686588728227940e-01,7.118624568542405995e-02,7.224822616170145650e-02,7.660808774769384266e-02,9.558827941827760521e-02
g1376,3.714939165380257841e-02,5.638084360167171238e-02,4.653330846336221904e-02,4.634896078793765417e-02,5.317374415210938954e-02,4.242140479323885938e-02,5.164412556720277686e-02,3.500795429306730044e-02,3.142964745559616302e-02,3.988574477631550569e-02,3.018358874536402128e-02,3.665429943405278113e-02,4.842272616353816145e-02,3.563268579907002270e-02,5.225348396573178955e-02,5.330544472608183398e-02,2.563099582789134245e-02,2.391179315807546654e-02,2.498086635214174026e-02,4.445584847474823992e-02
g1377,2.932287884687086871e-02,3.009267218144768413e-02,2.777848245862866300e-02,3.433163045310867745e-02,3.840559995878052579e-02,3.278556798106782577e-02,3.715443584370931029e-02,2.929305001648626131e-02,2.547563838839000255e-02,2.958123595749316895e-02,3.483522087435136916e-02,2.729915038961787388e-02,4.114225237047369060e-02,2.349051034655725775e-02,3.616631360393345040e-02,3.983467723604201122e-02,2.557696163369597986e-02,1.680289037985401024e-02,1.283766405773633171e-02,3.028576603706870443e-02
g1378,7.985969362800943161e-02,7.100964283816006695e-02,6.409585817044607947e-02,8.977592447401828990e-02,1.079507844557896223e-01,9.370931417502254002e-02,8.922830883233917598e-02,1.142863418975703094e-01,9.282453348311500707e-02,7.065342960011354589e-02,6.852868723325473976e-02,7.739952527545979066e-02,1.112381353984056437e-01,6.803977542865427552e-02,9.317928162428108785e-02,1.150223382748236656e-01,7.399193076923432644e-02,4.726886249802710743e-02,6.365206326023764571e-02,7.291833915371720432e-02
g1379,6.005702418932754028e-02,5.161547231189919649e-02,5.811998570986941920e-02,7.500745580367210175e-02,9.991851654193778520e-02,8.582103432159043921e-02,6.149153954337596012e-02,1.141893692347514533e-01,9.005293578874286331e-02,5.843695441587842820e-02,7.319110057426875260e-02,6.922518535691168928e-02,9.477331124533587559e-02,5.292640358008775248e-02,8.151448485272044797e-02,9.994965666693465811e-02,7.624747648253406285e-02,3.654735619871408991e-02,4.953791505497417980e-02,6.245553921481195037e-02
g1380,3.776278345947905318e-02,4.298937258599177386e-02,4.175007416622488615e-02,4.425803158924369873e-02,6.353708659391307800e-02,5.356119428253755532e-02,3.929447066348807499e-02,6.915084489719762473e-02,5.516040982873370024e-02,3.410441915704377075e-02,3.118164193707643334e-02,4.359430080815363678e-02,5.737530750716848815e-02,3.751901336905776735e-02,5.613743756477330982e-02,6.085140181173456786e-02,4.269384234630739516e-02,2.477289385250192391e-02,3.970509256286115091e-02,4.225159531119131173e-02
g1381,1.072449348935660372e-02,1.286411914309130641e-02,1.181566109422564105e-02,1.200665994336830820e-02,1.521179807518812689e-02,1.284576366881726855e-02,1.321271073297985120e-02,1.144180699350855028e-02,9.948295722554876402e-03,1.036193271815607012e-02,1.140146004396447484e-02,1.058623583730215929e-02,1.552116890879074590e-02,9.477930836299179942e-03,1.520229918488249371e-02,1.454497264732316705e-02,9.731437980306727187e-03,6.531436474560213014e-03,6.186833755771255564e-03,1.227091277161457966e-02
g1382,1.185651318476571708e-01,1.484119320185535162e-01,1.324916408071504514e-01,1.234774530637342271e-01,1.714127057429451484e-01,1.452775206872708447e-01,1.385889000967235607e-01,1.385824893582792428e-01,1.187730643558562449e-01,1.040896738028299767e-01,9.928511031176727453e-02,1.189024166330605869e-01,1.719869534287322699e-01,1.116809420715134532e-01,1.758670700315878022e-01,1.582791065756640470e-01,1.069679860937123861e-01,7.499672390418049561e-02,9.058228826415035129e-02,1.367671324474088457e-01
g1383,6.467815487900542559e-02,5.292902605370575220e-02,5.249929785906128077e-02,5.154246439755364589e-02,8.390133711394720528e-02,7.741041495467027023e-02,6.231827864037881720e-02,7.901289040898315519e-02,6.635970627283668821e-02,4.267021116141517245e-02,5.899856062667192119e-02,6.009070321330539644e-02,1.005508055736404061e-01,5.464666047261461379e-02,9.069227482202692203e-02,7.397133772116475103e-02,6.757337062281765228e-02,3.785049591180594808e-02,4.654940363581965695e-02,6.472048949696553033e-02
g1384,4.525133385254260371e-02,4.325224721630077651e-02,3.814981822303900594e-02,5.087457289815679184e-02,5.422903944357097827e-02,4.697623693050172189e-02,5.758422533381670622e-02,4.018496627877689992e-02,3.554594822943754617e-02,4.387539236040890328e-02,5.049350410114072235e-02,3.931001020106356103e-02,6.143510665948422739e-02,3.488748383629190764e-02,5.163595136091084226e-02,5.825455265638176949e-02,3.595716863687323933e-02,2.526552453109882912e-02,1.870501943477023352e-02,4.350986894350873657e-02
g1385,4.356291240557878808e-02,2.942065778288966565e-02,3.121938242192907192e-02,4.172988841931918325e-02,5.775962498516516719e-02,5.277751529323099211e-02,4.288057525776296092e-02,6.226113620454845621e-02,5.056334654680343099e-02,3.324981779631687451e-02,4.574458261847663687e-02,4.165513540424228139e-02,6.655040534107155292e-02,3.481024308826508040e-02,5.400154632080087641e-02,5.690143955255985708e-02,4.759973582372668821e-02,2.469696946859356937e-02,3.028339538260509112e-02,3.961455532082843595e-02
g1386,8.578480359660421717e-02,9.224206783707225576e-02,7.414490383445597466e-02,7.718456336820751773e-02,1.005661949987207704e-01,8.873619295491963488e-02,1.000889888601378397e-01,7.630657324285453069e-02,6.806387054590481989e-02,6.530316909446412521e-02,5.642800176734301398e-02,7.285650511443284016e-02,1.160953621187451601e-01,7.465572068499373715e-02,1.097545650131490497e-01,9.768890248814249277e-02,6.208223930329213880e-02,5.122579451578269938e-02,6.062152052507341349e-02,8.464097878272852649e-02
g1387,5.577129977770670100e-02,1.111852192179486332e-01,1.132309766668660872e-01,8.267764991854453793e-02,1.333386086807471504e-01,1.044358368551741301e-01,6.514975631098021691e-02,1.200997712388651162e-01,9.695447907973371582e-02,6.808880293688636398e-02,6.442355568745110339e-02,8.540152376991917704e-02,9.679060639554221135e-02,7.023693509000990265e-02,1.242028503946845386e-01,1.112327782430494183e-01,7.959356957284843825e-02,4.370746270025282348e-02,6.441555883846475372e-02,9.705845094947654350e-02
g1388,3.432913220424864409e-02,5.398557630318664285e-02,4.846519054534400434e-02,3.529760005686099350e-02,5.591850605669033275e-02,4.617183537187675296e-02,4.035687298096517217e-02,4.118293336777074237e-02,3.579749402679216486e-02,3.040244599606962625e-02,2.599445970142815615e-02,3.760314550398101419e-02,5.188739218630167294e-02,3.633128800125714347e-02,6.077751916775229329e-02,4.671197085827592799e-02,3.242907187833715676e-02,2.351349693426246432e-02,3.033922177725592237e-02,4.667931791600405528e-02
