,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20
g18,2.783526812380845428e-01,1.408114446388558649e-01,2.316976246704202658e-01,2.922309478428252727e-01,2.511662407491740412e-01,2.086964030593580488e-01,1.976468822080929000e-01,2.311716707408404681e-01,2.266110212533378465e-01,1.730838772785917301e-01,1.490058863279627166e-01,1.625160756249146299e-01,3.058188826450579656e-01,2.451255036200643556e-01,1.504674695014233954e-01,2.840953066202570598e-01,1.531106344788503992e-01,1.228266754308952879e-01,1.584271122235550444e-01,2.627487751513677416e-01
g19,6.875674141739021583e-02,5.081302870200037070e-02,4.897090159666862147e-02,4.026867719134839124e-02,6.913366709044632685e-02,5.162599696504847208e-02,6.387280973744191570e-02,6.952469990755920370e-02,5.044620292824947977e-02,4.668465219125639970e-02,3.508136185244007527e-02,4.754308480663253095e-02,7.818703402979633454e-02,4.299605638276397107e-02,4.978896963467649428e-02,6.714984244931726520e-02,3.300409700238194494e-02,1.809199723624237491e-02,3.635391950813682271e-02,5.935818720108086005e-02
g20,3.483071326200740669e-01,2.033779230273741190e-01,1.992211287724648949e-01,3.021746002667486386e-01,2.867170264369241495e-01,2.580212168881121371e-01,2.639487271777503641e-01,2.328542185636900685e-01,2.517242653743558822e-01,1.879025104313858663e-01,1.717115037899468177e-01,2.181758107479819797e-01,3.479387040120762720e-01,2.412573551222123580e-01,2.586465965125555599e-01,3.281797582878518971e-01,1.854349887061932378e-01,9.020555223969742298e-02,1.875954965496134108e-01,3.133728265127460055e-01
g21,9.585948005582194814e-03,3.979531556682333604e-03,6.265759179877924273e-03,1.085336991006505269e-02,5.097304229314994495e-03,6.121157689125031678e-03,5.195505217130330644e-03,4.704965539396719319e-03,7.630788389174350192e-03,4.506951116844281138e-03,4.425522865230606222e-03,5.662899271181134724e-03,8.736819693624442440e-03,9.388611518408113144e-03,6.775001719450039588e-03,7.203309164943547289e-03,5.080614310343106038e-03,2.615312895335115354e-03,4.339782994687896647e-03,9.410997682577346146e-03
g22,5.076383642326907225e-03,2.549480801894243517e-03,3.578735805925745833e-03,5.500998055915871758e-03,4.508667398672168251e-03,3.958087880891292959e-03,3.482503321775009056e-03,3.575163222909855630e-03,3.975317551601107585e-03,2.877477479049258841e-03,2.726893416704448923e-03,2.974896957355894524e-03,5.333991082828478184e-03,4.014538103091854285e-03,2.992681491882829680e-03,5.415808072211882561e-03,2.987172145573105831e-03,2.059311853809340370e-03,3.043694410317139207e-03,4.706293828236361720e-03
g23,7.418984017037330569e-02,4.320347547245736303e-02,4.233830849135276908e-02,6.602422415951175738e-02,4.807069037960010061e-02,5.115478020970435497e-02,4.802125227185995854e-02,4.607498661260512468e-02,5.690155506764976723e-02,3.816714151156888613e-02,3.574983268501770450e-02,5.144635617101982195e-02,7.160618578171328019e-02,5.605491335746376480e-02,5.910451699649590940e-02,6.286929357037718269e-02,4.109649166999432279e-02,1.369436269133327694e-02,3.557177912229382566e-02,6.778812029860029065e-02
g24,9.044957941254375133e-02,4.109573740328777147e-02,6.216653071719097090e-02,1.005125447100992109e-01,8.420191172548205372e-02,7.071062644231655703e-02,6.632078303361758909e-02,5.910322093280117456e-02,6.729986395873688299e-02,4.968990546521123014e-02,4.718062159915965836e-02,4.599939877483118222e-02,9.296279885896481521e-02,7.310567174573610882e-02,5.130927501487358988e-02,9.516225252449558858e-02,4.969113283647001722e-02,4.017244489776378852e-02,5.523564840158676909e-02,8.481013347631337351e-02
g25,5.232290299655702193e-02,2.514794721879192244e-02,4.130580952671760592e-02,4.669779288038410081e-02,4.257909220763936992e-02,3.401601057082866836e-02,4.280794943939528197e-02,4.029552405214606448e-02,3.851215756217149511e-02,3.093890708000937920e-02,2.353897605672398280e-02,2.629641726621784192e-02,5.336728923612141240e-02,5.022699179613461518e-02,3.298491974107106012e-02,3.952423624193329016e-02,2.054788896755029015e-02,1.906527240863838124e-02,2.417527293326354049e-02,5.064511888761104308e-02
g26,1.570567383828591068e-01,8.467612787119038753e-02,1.206510130517191026e-01,1.673788640661416083e-01,1.191912876155722389e-01,1.158545648435628239e-01,9.302840307618640003e-02,1.201141627900210590e-01,1.338593852576777932e-01,9.221976136999937568e-02,8.528386053248560028e-02,1.075362556353161303e-01,1.677506023244102751e-01,1.333367839214009420e-01,9.700671706212959933e-02,1.583271523168929829e-01,9.711262720024607664e-02,5.462479307852054905e-02,8.575631532989930195e-02,1.466409174134963855e-01
g27,4.121348373551439459e-02,2.135668981149024814e-02,2.741348291416060429e-02,3.712570051157783324e-02,2.474243225398695123e-02,2.573958479634591567e-02,2.755623710535222426e-02,2.629934282865530396e-02,3.164760609392695823e-02,2.164461482686950988e-02,1.841384219413510701e-02,2.575861085372102566e-02,3.928595382452999135e-02,3.753337322246052404e-02,3.132017284914812016e-02,2.910164316685184133e-02,1.933388069837347484e-02,8.987988521587591401e-03,1.734296236211016473e-02,3.934635531223469596e-02
g28,7.531768707041833211e-02,4.605142844937406416e-02,3.961726444039623957e-02,6.497681762636578484e-02,7.180438468256290785e-02,6.077606465844610784e-02,6.084680580302252728e-02,5.141074697285339529e-02,5.251380786600394479e-02,4.121485887647353269e-02,3.910472533327763456e-02,4.652607751461123459e-02,7.717748292511357466e-02,4.363646237870079381e-02,5.445603556236675025e-02,8.112432441234823655e-02,4.265057921783622918e-02,2.204545440689747310e-02,4.576002321190226346e-02,6.566454336156721250e-02
g29,7.831659474596977533e-02,3.988719541300547733e-02,4.745514670924189798e-02,7.992951764693884131e-02,8.640906429892558638e-02,6.653981822255992939e-02,6.672268298972165723e-02,5.333263200820794608e-02,5.347253518717846182e-02,4.390252316866163212e-02,4.192380655373668247e-02,3.811529081086818121e-02,8.227821069414609223e-02,5.069560951302453516e-02,4.518444026415506520e-02,9.175536175497682467e-02,4.311959149661673263e-02,3.583286872980397803e-02,5.299965819390332900e-02,7.026900465062493883e-02
g30,1.013361702919975682e-01,5.408742725040122795e-02,6.584536721497349920e-02,1.000097157731185959e-01,7.390962334064343775e-02,7.240766393850603388e-02,6.620175038802886269e-02,6.655746561407255291e-02,7.916535463879641188e-02,5.447831326329010543e-02,5.076216245639575408e-02,6.495926345723494755e-02,1.012539182682508920e-01,8.172316255051165212e-02,7.093247488893797414e-02,9.275671866716167502e-02,5.672218742395138125e-02,2.882443319833884188e-02,5.255208339508644910e-02,9.411098114392613123e-02
g31,1.393464980612658666e-01,8.317220039379746854e-02,9.083765825767126101e-02,1.273410776322796423e-01,1.032041242255442165e-01,1.008835803467013625e-01,9.176143574565769068e-02,1.011473142675395898e-01,1.109581530497541907e-01,7.839456572552805369e-02,7.159443488684813506e-02,9.783334424381767702e-02,1.433624935511519372e-01,1.049029398215975267e-01,1.011093699750691688e-01,1.314999430426053717e-01,8.099131360357668397e-02,3.486804033963149252e-02,7.219263440957117417e-02,1.266492191455332872e-01
g32,1.957892592532786136e-01,1.193414153171316189e-01,1.530762932555914113e-01,1.863861686478744673e-01,2.021413232927689596e-01,1.609323232495415423e-01,1.494959547700215330e-01,1.798949206163872883e-01,1.576485622641190243e-01,1.282903463626372254e-01,1.122627346534459808e-01,1.273974442375667149e-01,2.258873927240005464e-01,1.379186721280898920e-01,1.098455802020563421e-01,2.303477770490706122e-01,1.188314113820664458e-01,8.308235111387549110e-02,1.235973648074460696e-01,1.747990014252052693e-01
g33,1.405828076806303062e-01,7.267577993249897672e-02,1.063261461804007185e-01,1.535911942915601791e-01,1.424870754808555406e-01,1.159556108067114344e-01,1.024363701879121152e-01,1.113649705944886187e-01,1.109362161564165228e-01,8.548435185145357440e-02,7.949195124824029457e-02,8.076178956419190202e-02,1.556501807505304424e-01,1.066254796113071251e-01,7.370543172658056141e-02,1.651107368465536962e-01,8.518954966612217461e-02,6.663069097880411351e-02,9.134787931387552962e-02,1.288472338426364106e-01
g34,6.938759103833128106e-02,3.928001836262182134e-02,5.071657480634595566e-02,6.465200664755099691e-02,5.352254984606973770e-02,4.926350283383056777e-02,4.753167623124141677e-02,5.381639561156858348e-02,5.567738730604616937e-02,4.077936786938902991e-02,3.532638450014731479e-02,4.577186171844420393e-02,7.281128840551885639e-02,5.733477421130621365e-02,4.660090316758179474e-02,6.378598439972524292e-02,3.787223283217928949e-02,2.104497157706413518e-02,3.541817951330885478e-02,6.434823371420755889e-02
g35,1.806721373008709497e-01,1.168472767094284881e-01,1.122384724287003865e-01,1.563054922313869277e-01,1.835723486953647343e-01,1.502530628361481435e-01,1.445173822709077127e-01,1.470239332503221474e-01,1.344748690153650394e-01,1.091827757092633522e-01,9.999927984374087919e-02,1.193016285793827153e-01,1.981363690905284525e-01,1.049324268758214523e-01,1.202445835616059444e-01,2.096595230355121908e-01,1.087934160244528325e-01,6.076230215617408476e-02,1.141086737575330995e-01,1.562801476895414599e-01
g36,1.009724135751489671e-01,4.133222086129192258e-02,6.563097006140017342e-02,1.206864689624367604e-01,7.294125667205939023e-02,7.332178150059820432e-02,6.040745367150998635e-02,5.245949160365112607e-02,7.832453417230789139e-02,4.943547254215961695e-02,5.061645565171894040e-02,5.493477353148440434e-02,9.664438706397017465e-02,8.990819171552030808e-02,6.300579672547737542e-02,9.489335112363954383e-02,5.758030838065240908e-02,3.775135394965893620e-02,5.584364011821284918e-02,9.714230258241229876e-02
g37,3.012019162322772114e-01,1.214481842401591571e-01,1.911491831035206368e-01,3.468636206308865488e-01,2.256864445541314212e-01,2.160071350382158084e-01,1.973333573241644323e-01,1.544387065746753995e-01,2.236843021725223590e-01,1.466331906314917166e-01,1.455831236139178975e-01,1.520995822370245221e-01,2.846920899576361741e-01,2.677251689360581333e-01,1.906143323303409187e-01,2.719000100647506746e-01,1.586619647947572487e-01,1.128041284210635209e-01,1.639932610601319007e-01,2.901877607589676833e-01
g38,1.228120603514854525e-01,6.804303954806605048e-02,8.498908225266312011e-02,1.180160312288132396e-01,1.073004266471302981e-01,9.295302109660395773e-02,8.962861981441472281e-02,9.217801403016882833e-02,9.457785105276460269e-02,7.133363402994249980e-02,6.400731958757953366e-02,7.558325146902819536e-02,1.293609805544434221e-01,9.384192332746002507e-02,7.895389564788639347e-02,1.237836151718977318e-01,6.828414125239815058e-02,4.286459227459364640e-02,6.938198468262675445e-02,1.124666362849788270e-01
g39,5.837664139581374978e-02,3.063318364212461176e-02,3.273461926590153642e-02,6.021072346891908483e-02,5.315365700479571937e-02,4.700843470650520328e-02,4.248901162600800252e-02,3.537091426999189325e-02,4.220789201615055691e-02,3.044789225110314593e-02,3.071101809384287409e-02,3.366229260429830228e-02,5.866702007122635149e-02,3.912254318913026274e-02,3.862435339717669447e-02,6.351983998274937648e-02,3.446283012142443980e-02,2.061413730238008044e-02,3.624689375403283842e-02,5.260789909022423050e-02
g40,7.266228513619285567e-02,4.372298080771475776e-02,5.801350020600781754e-02,6.771511958270701181e-02,5.757817990848571738e-02,5.266870648804235222e-02,4.780877026290143716e-02,6.338573785849967168e-02,6.160309548205758490e-02,4.566608460164413297e-02,3.901098228079302038e-02,5.183592546399367479e-02,8.006445498035738573e-02,5.993142441564086598e-02,4.657250443555163710e-02,7.107006690351941325e-02,4.247347979515955774e-02,2.319295108120632623e-02,3.794919539020594201e-02,6.688768462506082535e-02
g41,8.509447306537011591e-02,4.755159094511001577e-02,6.163583879988805692e-02,7.706464465481074888e-02,7.765674055371049600e-02,6.336710432401140847e-02,6.716988977758692192e-02,6.813378299952019268e-02,6.420967639614291733e-02,5.126700874470763863e-02,4.335009717669781326e-02,5.005907574072803595e-02,9.078195311143569257e-02,6.657348934568294019e-02,5.380367924040155986e-02,8.292085261688969533e-02,4.351054649963662091e-02,3.085137060548054713e-02,4.698708250072036047e-02,7.820494861592877656e-02
g42,2.683984611845437185e-02,1.310308411377677715e-02,1.744380938449927379e-02,2.797305762625783981e-02,2.325435664347977674e-02,2.034073391557263827e-02,1.945932937370413104e-02,1.725428883978152167e-02,1.989971292020972435e-02,1.447493717580844094e-02,1.363306801352233248e-02,1.472781723498894912e-02,2.708100585855055878e-02,2.116991443897958680e-02,1.691389035766663329e-02,2.669328036792902037e-02,1.455459397821733288e-02,1.009142359582547617e-02,1.547491609807688864e-02,2.497067393521802334e-02
g43,1.659342400440249610e-01,7.758649855042260013e-02,1.117092481914965518e-01,1.634986552686197858e-01,1.534447330736920245e-01,1.226339904378467710e-01,1.362519832354193994e-01,1.108083925810323805e-01,1.160687564633324509e-01,9.160083775725834376e-02,7.991565109880438555e-02,7.874126065684318443e-02,1.670769328632888129e-01,1.364820631241031590e-01,1.017786922542828071e-01,1.548356488108230400e-01,7.688776742573182055e-02,6.721600432491717236e-02,9.312469998191474918e-02,1.561124695120485462e-01
g44,2.321867750871250413e-01,1.313323040430585120e-01,1.498646061595993173e-01,2.189978874814224596e-01,1.985779599377076043e-01,1.761024010151210351e-01,1.686050691765822174e-01,1.663624282258719944e-01,1.762052724555029370e-01,1.310040257542429143e-01,1.200917630493653909e-01,1.456703864793184588e-01,2.404926700619506585e-01,1.696177755149009536e-01,1.569321649498736648e-01,2.330188168994746789e-01,1.305487744649972970e-01,7.396893539067292411e-02,1.307896176508955843e-01,2.108278829088082174e-01
g45,1.424454168525637054e-01,9.729538910632622162e-02,8.799887991367905116e-02,1.159806734689648872e-01,1.514900283987630214e-01,1.208329077838920657e-01,1.185694610260114579e-01,1.225414485238140588e-01,1.052844394512326698e-01,8.868420703404740479e-02,7.999998282138974515e-02,9.645341411851152125e-02,1.593685569496499643e-01,7.595812072845795071e-02,9.554485621681518825e-02,1.702518496489567323e-01,8.639146939414982240e-02,4.727815652873108843e-02,9.176531885812236333e-02,1.210910645118618706e-01
g46,1.091307635168274753e-01,6.213834832392511887e-02,6.665356377470335603e-02,9.777876927471540469e-02,9.295082310757205035e-02,8.149038377759998397e-02,8.309182161187002313e-02,7.573785859202358806e-02,7.979650924839480630e-02,6.034946877743156690e-02,5.453886903706413325e-02,6.662048683895772927e-02,1.108433318159499081e-01,7.824923818589410440e-02,7.703862599212288331e-02,1.049682952875619635e-01,5.803864833979288651e-02,3.220689198908471135e-02,5.991271159156501963e-02,9.885757398628390591e-02
g47,5.936618015693969838e-03,3.384342477294017496e-03,3.662274692887897316e-03,5.225597852579814268e-03,5.371177449792880441e-03,4.498190885294107988e-03,4.758969160782252142e-03,4.244464067858217185e-03,4.252885825240792887e-03,3.343916479206093372e-03,2.969710163372785757e-03,3.485446903885399805e-03,6.094722355326440480e-03,4.181819368907459950e-03,4.094586052424126557e-03,5.817233571440900454e-03,3.071800719530600864e-03,1.883861716787334261e-03,3.336461843775412588e-03,5.360724032558040336e-03
g48,3.522141351212643851e-02,2.648401480250700546e-02,2.258953161920864566e-02,2.518277104457938842e-02,3.347663393605565529e-02,2.832592452782178860e-02,2.767187488407913884e-02,3.266904049356848805e-02,2.752936947311867416e-02,2.263060382287727240e-02,1.959830220852745719e-02,2.747171211430274665e-02,3.979456952444854201e-02,1.917583158024403420e-02,2.600191234751782210e-02,3.933375487974836299e-02,2.164771577006999181e-02,8.449604808906207090e-03,2.050943010419645912e-02,2.971677030037601225e-02
g49,1.084728361958649384e-01,5.240906927566867102e-02,6.665104471658582497e-02,1.147109556631155797e-01,9.608668614524283613e-02,8.398475474918726258e-02,7.917041704911978450e-02,6.606285810256767865e-02,7.889260484026497378e-02,5.701233674455482431e-02,5.538893480510548306e-02,5.833452596357874276e-02,1.083650187698391443e-01,8.216671263860325647e-02,6.871849112036185203e-02,1.109700002064123725e-01,5.987098833122671271e-02,4.116166363661009908e-02,6.453997577990061574e-02,1.003109801348850832e-01
g50,5.358248132510956552e-02,3.408058195845833915e-02,3.054454989247143079e-02,3.892284689069666626e-02,5.277479622669939419e-02,4.118727714921910366e-02,4.876190081241867091e-02,4.124372257056242719e-02,3.586474216216606337e-02,3.118223197339222569e-02,2.622575467556448672e-02,3.156671606975066519e-02,5.567963444422725089e-02,3.267309096246179961e-02,3.943931499973117594e-02,5.246770939767655961e-02,2.566101895261545252e-02,1.507837838814530575e-02,3.016249793372055912e-02,4.692502700528292103e-02
g51,4.174882992522834652e-02,2.072187896178743702e-02,3.288159571893734673e-02,3.884375043342242623e-02,3.660715746660686554e-02,2.905476948690985384e-02,3.364735139321696489e-02,3.306402155079035676e-02,3.126183303326048046e-02,2.514724857024322122e-02,2.004274801115183899e-02,2.177397081266119194e-02,4.379217074668929205e-02,3.777972912531769867e-02,2.509439396856794069e-02,3.611592803339407770e-02,1.851835166056775214e-02,1.646951596690655883e-02,2.131456262301566554e-02,3.979170346071757292e-02
g52,4.658673311667205913e-02,2.311340628052862764e-02,2.470397201237820375e-02,4.772271186535118059e-02,3.999026268705376669e-02,3.606928230960493309e-02,3.423815193778363686e-02,2.525755168353584212e-02,3.259110421629354132e-02,2.300863848242637802e-02,2.323873842679397353e-02,2.537571830071962825e-02,4.487884185106721241e-02,3.279098912430559315e-02,3.215479925959179031e-02,4.682779846917098365e-02,2.570345722773823699e-02,1.537185465314766346e-02,2.750423439566597461e-02,4.255369067042037712e-02
g53,1.569753721731084739e-01,8.237027272608066220e-02,1.140305160906053411e-01,1.505507760988638866e-01,1.162581546430155599e-01,1.080231118292011294e-01,1.076995243820369486e-01,1.137659445864036833e-01,1.237144664894818946e-01,8.913355697206132300e-02,7.698898438345061490e-02,9.706399304618781865e-02,1.601506321119889886e-01,1.372595145089834101e-01,1.051777456768273333e-01,1.354712450239571875e-01,8.092995363989770319e-02,4.863173995589546716e-02,7.741578828069489715e-02,1.481159901144815105e-01
g54,2.053363632742793987e-01,1.232657847622270486e-01,1.066443740805194662e-01,1.963200332014083116e-01,1.772976587935352066e-01,1.660834623797355081e-01,1.425856924654543001e-01,1.299311825915719365e-01,1.526048067921451923e-01,1.079159715282039522e-01,1.103105145462879161e-01,1.379058643447550747e-01,2.080593464073669796e-01,1.222260766042943397e-01,1.495592395608894565e-01,2.265429700729416629e-01,1.299493491144588786e-01,5.631885929189059392e-02,1.252084020481958049e-01,1.798705461791548776e-01
g55,1.256090745289815125e-01,5.904783599067041366e-02,8.857118921997675365e-02,1.475161244778015190e-01,9.889798784869230364e-02,9.594534964647447040e-02,7.392984542865824182e-02,8.041433055884189551e-02,1.026707270348540396e-01,6.782298562777737405e-02,6.790182200921288103e-02,7.673882459810542345e-02,1.288774604211405661e-01,1.055772724190667811e-01,7.452439427388005133e-02,1.315975097276417816e-01,7.846896116197706050e-02,4.921847270849923073e-02,7.360543269330457883e-02,1.182644684985790506e-01
g56,1.445192899058597158e-01,8.939996195331691153e-02,7.822602325360276943e-02,1.351949118920878212e-01,1.585830572839686814e-01,1.280980572314561750e-01,1.181596632221170035e-01,1.050830145863513310e-01,1.021405781002672902e-01,8.262049083816908057e-02,8.187179580657526212e-02,8.856939228186549995e-02,1.557709828712672273e-01,7.288015434316877372e-02,9.355805472140742152e-02,1.824229875558938396e-01,9.116924635526321707e-02,5.423969622679209596e-02,1.006171050062890926e-01,1.232617160155120434e-01
g57,1.640111526071881820e-01,9.372119443470230959e-02,1.014395297759056042e-01,1.248104531479962559e-01,1.534458316256943899e-01,1.182129986869122490e-01,1.499525098119244004e-01,1.215608447620348809e-01,1.088340325616555387e-01,9.399050013342606646e-02,7.547388549634574673e-02,8.637713293025518768e-02,1.661696840855051149e-01,1.192059359869218765e-01,1.168933447045392704e-01,1.428380653680958179e-01,6.865227026951857547e-02,5.013842715017179791e-02,8.561115740747551883e-02,1.491092700726607267e-01
g58,2.797254624207589080e-01,1.990214474220555196e-01,1.944452445790019190e-01,2.619894331032980306e-01,3.389365944114772766e-01,2.656465781058819919e-01,2.180963096099795273e-01,2.723159392178531313e-01,2.251959253291604124e-01,1.893789730129837590e-01,1.801933219667599118e-01,2.044408904313992636e-01,3.409258932919845275e-01,1.290581705011551450e-01,1.555946471848425605e-01,4.084982845004355156e-01,2.051157323068883431e-01,1.223222566710509135e-01,2.110645432884229733e-01,2.313028331933803805e-01
g59,3.459943912367472452e-01,1.865469236984192425e-01,2.367510630025669027e-01,3.212516985624834231e-01,2.673026274900037191e-01,2.430638975599711538e-01,2.480569427795477344e-01,2.459747789567911236e-01,2.646075030998238931e-01,1.941041827442835932e-01,1.691914109656491860e-01,2.118299280144844421e-01,3.509373281750835516e-01,2.853467668006638980e-01,2.380234018948811647e-01,3.051566763659869785e-01,1.774775052578712597e-01,1.036811419279452112e-01,1.750857104397786634e-01,3.224231466267443169e-01
g60,7.024517620381214023e-02,4.143654293572700265e-02,4.530952917169930871e-02,7.079718247711508372e-02,7.618986025175655818e-02,6.154369732278326677e-02,5.428899426417160140e-02,5.501153632592316323e-02,5.297220394529113946e-02,4.210523883922977911e-02,4.074843250888848800e-02,4.316640822232932495e-02,7.796256384583954979e-02,4.171477866849344213e-02,4.091849440776707675e-02,8.903442167671965501e-02,4.509704771228537079e-02,2.998902885609330132e-02,4.861212840419198988e-02,6.135777946895046298e-02
g61,2.908357357713139794e-03,1.497338970484804899e-03,2.242862075178870054e-03,2.588315869252854912e-03,2.222040659230336331e-03,1.903963576080920216e-03,2.215967391501011841e-03,2.244155794050099826e-03,2.221996510736684669e-03,1.711000620576048946e-03,1.348508393450576371e-03,1.655243417761229074e-03,2.977130231001687537e-03,2.699671065867748163e-03,1.922901104111282827e-03,2.262578230306645614e-03,1.276912500848915132e-03,9.385151453834266605e-04,1.336862208623591786e-03,2.782264060745097325e-03
g62,4.811977971279013389e-02,3.934591412063619120e-02,3.369029693990955449e-02,3.400800474297376030e-02,5.005607327381728783e-02,4.126453947250085380e-02,3.724289356493432068e-02,5.100681502618155394e-02,3.984480763063460995e-02,3.362000175105349375e-02,2.917231976171962698e-02,4.099134666008304173e-02,5.825508601522511043e-02,2.300136211041346052e-02,3.342614901928391002e-02,6.074930939051900736e-02,3.296460217476752941e-02,1.303867950499723247e-02,3.041125635529626919e-02,3.938947406435536897e-02
g63,5.299016029097528002e-02,3.454242261858430502e-02,3.372984205909775740e-02,4.275886958862630538e-02,5.079273981134817262e-02,4.179646921188723274e-02,4.296877768618970889e-02,4.377904542602108207e-02,3.932783673832198484e-02,3.214869110082919229e-02,2.807629862005676588e-02,3.517263165225020805e-02,5.741018699988552354e-02,3.313164394029823046e-02,3.689003199566233404e-02,5.633526414886316086e-02,2.967937047833318215e-02,1.591505051066304313e-02,3.089477950496222550e-02,4.634007179453924347e-02
g64,3.105806412013746576e-02,2.178818897037458624e-02,2.518029000797684241e-02,2.171355697473852098e-02,3.127641909155090549e-02,2.354159098958621618e-02,2.692575189154372550e-02,3.269492380685227323e-02,2.442067572215891186e-02,2.180701267050812187e-02,1.661197304788808449e-02,2.150180518881602068e-02,3.639871152969125639e-02,2.185390806778880410e-02,1.998732686909118067e-02,3.178792969369784172e-02,1.596821343789676592e-02,1.030573581307249117e-02,1.693473659455890443e-02,2.740029691330825301e-02
g65,1.697090163463815804e-01,7.556262237360611422e-02,1.159023437701756781e-01,1.708673508215658443e-01,1.164689623995183998e-01,1.106979555212150301e-01,1.182340795817655027e-01,1.013715344919420835e-01,1.265105332292426610e-01,8.766687429428043909e-02,7.661067408104241250e-02,9.028609174110249769e-02,1.614077041809701130e-01,1.598433492417650204e-01,1.156691712927221394e-01,1.288917586167020457e-01,7.761114844001784641e-02,5.313688607610451975e-02,7.907870221553855994e-02,1.646169434253897390e-01
g66,9.188496763820028224e-02,5.841669772459880811e-02,6.227165247794166220e-02,9.597912837366529004e-02,1.103741532149611071e-01,8.731440586913763457e-02,6.977176335790365169e-02,8.041635301276378600e-02,7.252100256436579129e-02,5.887415988954425305e-02,5.842025810289597221e-02,6.101819919953201110e-02,1.085911374117178446e-01,4.668643368973930674e-02,4.823838334191319493e-02,1.335678643969250290e-01,6.671755894678790821e-02,4.407443015588588531e-02,7.056168893371302098e-02,7.781414430767438772e-02
g67,1.136349460301403075e-01,5.826670824886211880e-02,8.296148764576843915e-02,1.166208020631878534e-01,1.050099664317983433e-01,8.752242930958958889e-02,8.415656254784806278e-02,8.550303425034444516e-02,8.738834563564584768e-02,6.671561182503629728e-02,5.994101223136094614e-02,6.444580538920988144e-02,1.209224243246375952e-01,9.081465247329095769e-02,6.641660986318685678e-02,1.181603037188868471e-01,6.255923013108538600e-02,4.693723466189275717e-02,6.687948219049613674e-02,1.054047510475651511e-01
g68,2.075613007214028860e-01,8.721113908108074630e-02,8.247895001306060347e-02,2.380369768288118082e-01,1.667370774655128063e-01,1.632248756184059291e-01,1.423971267211610603e-01,6.780241988393910513e-02,1.365989395765899728e-01,8.409781445880216977e-02,1.006027761683002952e-01,1.013666457979397195e-01,1.816945546687602497e-01,1.417329988006204577e-01,1.493063301658367203e-01,2.088594797604303444e-01,1.184698279741521754e-01,6.663122616436135959e-02,1.272710345178543756e-01,1.911518194490790246e-01
g69,3.413931487945522786e-02,1.682725039923424828e-02,2.364527749704759332e-02,3.114007311615445486e-02,3.214475674670368155e-02,2.478618545748802193e-02,2.951590779273206497e-02,2.462008773288565378e-02,2.361978990278098059e-02,1.955411739499109125e-02,1.614140752759903735e-02,1.629684475636167945e-02,3.484196689179057393e-02,2.806434381373976161e-02,2.130430405661846646e-02,3.075337467483754694e-02,1.477826192252423496e-02,1.341810013818422152e-02,1.854612696538264147e-02,3.200950084043859001e-02
g70,2.370215987566805793e-01,1.017908305245968509e-01,1.684203784335614740e-01,2.772732932170998144e-01,2.119724527813056925e-01,1.836105056438394612e-01,1.631093110102064536e-01,1.507994191732157652e-01,1.813989754042811542e-01,1.288632126118821608e-01,1.245609034232331436e-01,1.210513078955929162e-01,2.427052885861806786e-01,2.015217124320211051e-01,1.302286926113948584e-01,2.483088604163549429e-01,1.336531603569628412e-01,1.082212226976912994e-01,1.438927270737435093e-01,2.249776752085918818e-01
g71,2.385072445432315502e-01,1.198919744303008489e-01,1.854012074625187856e-01,2.301521712947118548e-01,2.240490240085445117e-01,1.756646167440095163e-01,1.921686884443334353e-01,1.904309838925150877e-01,1.790028917132605590e-01,1.448105807302234871e-01,1.199139933419951509e-01,1.249931785931071571e-01,2.547519064646456277e-01,2.041374032697728658e-01,1.371583822621842974e-01,2.282922555734680226e-01,1.145391507082512556e-01,1.013064924086563290e-01,1.323151813199406890e-01,2.244760499065200643e-01
g72,5.397255536091370709e-02,3.269015693155076507e-02,4.076699138848070142e-02,4.629962377957470843e-02,5.116612604072164061e-02,4.091659766534133658e-02,4.321345160110937056e-02,4.771961749742521103e-02,4.172200951032348920e-02,3.432873093958182381e-02,2.837954654996896475e-02,3.399969911562281122e-02,5.973961242603770261e-02,4.052088743365115514e-02,3.387516812974254721e-02,5.478624843389084259e-02,2.852724624801780684e-02,1.940426714610186953e-02,3.022196530599878181e-02,4.886545773906358914e-02
g73,3.661972909473322491e-02,2.052858610394193289e-02,2.951100023173356540e-02,3.364871169060706241e-02,3.153842974750068612e-02,2.631592627629210715e-02,2.726051224744671306e-02,3.155888198642047004e-02,2.932225078037103277e-02,2.300244467660050168e-02,1.884038151219008875e-02,2.277340609735587634e-02,3.994784874439027272e-02,3.127001677238004651e-02,2.239818254930224864e-02,3.449531853144823662e-02,1.892425677564388634e-02,1.338972827018519544e-02,1.919441719478956476e-02,3.415275048102880961e-02
g74,1.164311021410258246e-01,5.779859805433174014e-02,9.146950468445508298e-02,1.126780934276598589e-01,9.111715922636082210e-02,7.908895533681063739e-02,8.441138745357373852e-02,8.879077463674105164e-02,9.116407892991000572e-02,6.842256919570133267e-02,5.634939451124348214e-02,6.636192835209965557e-02,1.205505308295868327e-01,1.082111574408899657e-01,7.261046659210745879e-02,9.823444667853746537e-02,5.561358516693978155e-02,4.181707401101560084e-02,5.710840465888828571e-02,1.115622720729855522e-01
